,id,display name,description,verified,potentially_banned,#followers,#posts,#friends,#favourites,location
GreyER_13,2365686348,The UK is in a MESS ! 🇬🇧🇿🇦🏴󠁧󠁢󠁥󠁮󠁧󠁿,"Never a truer word 
There is no money in Truth
You may or may not agree with me! 🇬🇧🇿🇦 
If you can't deal with alternative views, tough shit!",False,False,7624.0,64995.0,7621.0,24149.0,"England, United Kingdom"
LahavHarkov,315779591,Lahav Harkov,"Diplomatic correspondent & Senior Contributing Editor, The Jerusalem Post, podcast host, ex Knesset reporter. Proud Jew and Zionist. Wears pink on Wednesdays.",True,False,105693.0,166994.0,2802.0,126562.0,Jerusalem\Tel Aviv
JuliaHB1,459390022,Julia Hartley-Brewer,"Presenter @talkTV Breakfast Show 6.30am-10am Mon-Thurs. DAB+, app or TalkRADIO.tv. Journalist, broadcaster, speaker, event host, cervix owner AKA woman",True,False,396547.0,148439.0,413.0,31686.0,London
_HenryBolton,2887955249,Henry Bolton OBE 🇬🇧,"Chair of @BRITPAC_UK & @_theBIGcampaign Former politician, diplomat, soldier & police officer. OBE for international security.  henrybolton.substack.com",True,False,22828.0,18072.0,1423.0,12152.0,"Kent, United Kingdom"
VolodymTheLittl,1152284528041431040,Little Bro,"IT pro, 🇺🇦 volunteer",False,False,54.0,2341.0,149.0,18443.0,Ukraine
ForestColorado,1465765939169816581,Forest Colorado Group,we like trees,False,False,5514.0,2733.0,1839.0,12606.0,United States
jenssiegert,2687855419,Jens Siegert,Optimist. From Moscow. As long as possible. Russia is (still and notwithstanding Putin) Europe.,False,False,4124.0,27779.0,929.0,23573.0,Moscow since 1993
NOTSeanMcCarthy,1353907173999452160,NOT Sean P. McCarthy,Account owner is not the comedian and social satirist Sean p McCarthy. Host of @outforsmokespod,False,False,17820.0,3125.0,5478.0,33740.0,Nyc
TRI_MSPORT,998561304238489600,Michael Porter PhD,"HE Lecturer in Exercise Physiology
at Loughborough College

Runner turned triathlete
🏊‍♂️🚴‍♂️🏃‍♂️💨",False,False,63.0,1515.0,372.0,1239.0,
rolandinoANZIO,493428407,Rolando146,Vince Sempre chi più Crede!,False,False,278.0,24437.0,123.0,59004.0,
Bradwave,1667835830,Matteo Br.,Maths & art enthusiast. 🇮🇹 🇪🇺,False,False,1095.0,1980.0,373.0,58223.0,
plunkettprime,1382451680,roy g biv,Bridges | Seashore | Ice Cream | ⚾️ | Sharks | I ❤️ the Cape,False,False,1597.0,90.0,196.0,175524.0,Masshole in Trampa
RoryCormac,701381540,Rory Cormac,"Professor. Historian of Intelligence, Covert Action, Secret Stuff. Author: Disrupt&Deny. @nottspolitics @NorthbankTalent",False,False,11813.0,8709.0,1227.0,10407.0,“bothering archives” (FT) 
RamonDeKoning2,1522563828021612546,Ramon,"Dutch guy, living in Germany and just here to see what is going on.",False,False,17.0,390.0,159.0,108.0,Krefeld
LegionOfFellas,1549549868674387971,Legion of Fellas🇺🇦,A shop created for the Fellas. We are here for a free Ukraine. Profits support the wolves of the Georgian National Legion in Ukraine.,False,False,1719.0,1093.0,92.0,2905.0,Canada
bolshoikrot,18818720,krotbolshoi,"""Just one guy's opinion. """,False,False,34.0,4697.0,166.0,2557.0,United States
hoops33man,876921528415289344,Chris,,False,False,73.0,6397.0,108.0,14427.0,"New Hampshire, USA"
13Hellis_13,2779011126,Hellis,Личная страница со своим личным видением мира. НЕ блогер. НЕ журналист. НЕ СМИ.,False,False,10418.0,124209.0,189.0,2770.0,штат Нью-Йорк
biannagolodryga,14135350,Bianna Golodryga,"@CNN Senior Global Affairs analyst, journalist, wife, mother, proud immigrant, ❤️ Houston, TX 🤘",True,False,247224.0,21691.0,4388.0,42001.0,New York
SubTPathWay,3240041879,John Brown's Fella,My body lies a-mouldering in the grave but my fella is marching on.,False,False,868.0,6374.0,1537.0,22313.0,"Harpers Ferry, WV "
Not00ffffMan,1519317080490737666,Not #00FFFF Man,Process Engineering and Data Science - Kali Linux is my best friend,False,False,32.0,651.0,80.0,659.0,
amberososa,1050887500473016320,"Amber O. Sosa, MA, LMSW",Sociology PhD Student| Critical Criminology| Climate Change Criminology| All the abolitions| Policy junkie| She/Her| Biophile,False,False,328.0,3131.0,921.0,6948.0,"Fort Worth, TX"
chattaknitter,347906912,disinterested nemesis,"tired of your nonsense, I try to never say no to a good time (but most of y’all are NOT a good time),she/her",False,False,668.0,16907.0,3225.0,63581.0,"Chattanooga, TN"
wanderingthoug5,1077031516322951168,The Thinker,I call it like I see it. Can you have a burner account if you don’t have a real account?,False,False,7.0,759.0,232.0,5673.0,
TarikCyrilAmar,522886434,Tarik Cyril Amar🌹,"Historian (degr.: Oxford, LSE, Princeton) amazon.com/-/e/B017I05EJ6 #BDS #FreeAssange #FreePalestine #LawsNotRules #http://t.me/OnTheBlackSeaC…",False,False,6214.0,121539.0,397.0,31673.0,
jdhartman24,2175068463,Jason Hartman,"Early Childhood Educator, marathoner, Chattanooga FC co-owner, Chattahooligan and Clemson Tiger fan. he/him",False,False,127.0,2462.0,752.0,2159.0,"Chattanooga, TN"
CovertActionMag,889344030781452290,CovertAction Magazine,Exposing Covert Action Since 1978,False,False,12363.0,2421.0,5572.0,515.0,"New York, USA"
BeMoreBarbara,1487733744144371713,Be More Barbara,"It began with Neil. John, the love of my life. Tony, the rebound. Gordon,  the one who got away. Ed, the keeper. Corbyn, a bad romance. Settling down with Keir.",False,False,216.0,929.0,1399.0,2195.0,
NicCicutti,65318079,Nic Cicutti 💙 #NHSpay15,"Journalist, NHS nurse, socialist & scooterist. Northern Soul dancer. ex-Labour. Tweets NHS & wider political issues. RTs not always endorsements. Views mine",False,False,5447.0,15137.0,5591.0,25828.0,New Forest
hussein91,50946982,Hussein,I'm here for the memes. No Financial Advice. just shitposting,False,False,2330.0,5092.0,572.0,5910.0,
patanna,21480788,anne juliff,"🇪🇺🏴󠁧󠁢󠁷󠁬󠁳󠁿 #KS4PM pianoteacher,anti Tory, #LGBGT ,anti racism,#Spanishlanguage#refugees welcome #myelofibrosis #bloodcancer",False,False,11917.0,57835.0,11262.0,141113.0,"London, England"
MikhnoAdv,2591127786,Елена М,"невежество не довод,незнание  не аргумент",False,False,693.0,9405.0,1215.0,52184.0,Санкт-Петербург
dguido,14290525,Dan Guido,"CEO @trailofbits, organizer @EmpireHacking. Open DMs.",False,False,25027.0,9931.0,706.0,6077.0,"Brooklyn, NY"
FreeDuck5,1162869943102128128,Reuters fact checked Duck,"I'm just a Duck that's petting cats and printing gats in minecraft.

Fact checked by Reuters on Aug. 29th",False,False,8747.0,54120.0,603.0,120430.0,swimming in your mom's pond
NataliaAntonova,20581923,Natalia Antonova 🇺🇸🇺🇦,"Ukrainian-American. Investigations, OSINT, anti-Putinism, cats, food, and hope.",True,False,72081.0,19784.0,2507.0,91343.0,Washington DC
JustFasar,1303411069612961799,FASªR 💙 (Raffle pinned),21 • ♂️ • 🇦🇷 💙💛 • ESP🇪🇦/EN🇬🇧 • Lucario enjoyer • Art account: @FasarArts • Discord: Fasar#8713 • pfp @DavidToons_ • 💜 @QuasarMaple,False,False,311.0,10830.0,1256.0,33746.0,
crpt0dgn,1524814519532404739,crpt0dgn,Crypto Degen // Retired Ponzinomics Investor // looking to make some shekels.,False,False,31.0,1386.0,129.0,422.0,
KATURATION,1248222611856863235,in my ukraine theres no russias 🇺🇦🏳️‍⚧️,"🇺🇦🇹🇼🇭🇰🇽🇰🇧🇦🇲🇲. Save Aiden Aslin, Shaun Pinner, Saaudun Brahim. she/they. ukr/eng. I don't know everything, I only know what I know. wifey: @kroati1",False,False,1348.0,95092.0,2080.0,267246.0,"Kharkiv, Ukraine"
discoFBK,1324628268239278080,Диско-шар ФБК 🪩,"Диско-шар из офиса ФБК // «Упомянутый геометрический объект» // «Шарообразный, претендующий на роль потерпевшего» // Кандидат в президенты 2024 // Экстремист",False,False,3720.0,7775.0,75.0,3215.0,"Москва, Россия"
Tracking_Power,986670360,David Miller,"Broadcaster, writer,  investigative researcher. Producer @PDeclassified; Director @Spinwatch; Unjustly sacked by @BristolUni at behest of the Zionist movement.",False,False,10641.0,12474.0,3782.0,9578.0,Bristol
zinkda,904012464286814210,zinkdakansa,,False,False,1770.0,19671.0,69.0,81576.0,
Ahmad_Baqari,1351946458422013953,Ahmad Al-Abdallah,"Aspiring political analyst. My life is a constant BaaderMeinhof phenomenon.Temporary Idlib resident. 
Arabic | Part time English teacher",False,False,723.0,3035.0,855.0,2273.0,"Aleppo, Syria."
JoshuaRozenberg,240339489,Joshua Rozenberg,"QC (hon). UK's most experienced full-time legal commentator. Honorary bencher, Gray's Inn. Non-exec board member, Law Commission. Solicitor (non-practising).",True,False,96937.0,16634.0,514.0,1.0,London
TerrySt98113150,1179505901562220545,#Fellas Proxy WAR on 🇷🇺Peter Hitchen 🇺🇦,"Slava Ukraini
Slava Proxy War on Putins WAR on Ukraine.

ps Bush Blair PUTIN all war criminals.
If you can't say 
Free 🇺🇦🇵🇸 🇾🇪
YOU are a hypocrite.",False,False,748.0,12939.0,1944.0,6395.0,Hague
TheIOGuy,1091334198282080256,Grand Admiral of Propaganda,Minister of Influence. Propaganda Enthusiast. I make views your own.,False,False,7190.0,39757.0,530.0,113930.0,"District of Columbia, USA"
ivanastradner,308961248,Ivana Stradner 🇺🇸🇺🇦,"Advisor to @FDD, fellow @AEI, Special Correspondent @KyivPost || Russia’s information warfare, cybersecurity, the Balkans, Epictetus. #NAFO. Views are my own.",False,False,28259.0,8012.0,1974.0,19085.0,"Washington, DC"
wheyayeBL,104231867,BL Esq. 🇬🇧 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Brexiteer and pro Europe not EU. Views my own. Politically fluid but who in their right mind could for the UK Labour Party masquerading as the CCP!,False,False,162.0,33041.0,1182.0,7122.0,England
N_Waters89,707234133286756352,Nick Waters,"Digital investigations, Syria, Yemen, now Ukraine. Ex-army. Justice & Accountability @Bellingcat. 

“اِسمي ليسَ “نيك",True,False,50977.0,14624.0,642.0,7189.0,
LukeB_MTB,22002131,LukeB_MTB,"In no particular order; Cyclist, father, husband, company director & serial DIY bodger. Other things too, as the need arises. Ooh, and lover of fruit cake",False,False,2356.0,109678.0,2215.0,167434.0,"Bramber, probably."
Euan_MacDonald,16185879,Euan MacDonald,"Editor-At-Large, english.nv.ua, New Voice of Ukraine; BBC freelancer.
Totally biased:
against fascist regimes;
in favor of democracy, rule of law, human rights.",True,False,49387.0,145754.0,1624.0,48600.0,"Kyiv, Ukraine"
MJ_Cruickshank,2399928805,Michael Cruickshank,Journalist and geospatial analyst. Investigating the intersection of climate change and conflict. Co-Founder: @Conflicts (En/De/Ру/中文). GIS at @LiveEO_space.,False,False,7874.0,11150.0,3885.0,2576.0,"Berlin, Germany"
BBCSport,265902729,BBC Sport,Official bbc.co.uk/sport account. Also follow @bbcmotd and @bbctms.,True,False,10483513.0,557367.0,574.0,2720.0,"MediaCityUK, Salford"
dblewettphoto,66564771,Dominic Blewett,"Photographer.

linktr.ee/dblewettphoto",False,False,652.0,3325.0,562.0,2843.0,"Montreal, Canada"
MazMHussain,84816752,Murtaza Hussain,"Writing @theintercept. Interested in blockchain, history, culture, global affairs, language. فارسی/اردو/EN.

Three-minute book reviews: mazmhussain.substack.com",True,False,98602.0,9743.0,961.0,39614.0,Somewhere
VeritasFilia27,1342130321660248064,A-M,"F1, SV5/VB77, figure skating, Star Wars and generally all things nerdy/sport based the rest of the time.",False,False,64.0,5123.0,261.0,6112.0,
813JAFERD,902361499464806401,Damian Caraballo MD,"#BAFERD Life in the ED. Med education, Health policy, sports, Florida man. Jokes are stolen. Views my own.",False,False,1847.0,22140.0,1178.0,34649.0,"Florida, USA"
AIspermecetgil,1302667898977169409,Ariel İspermeçetgil Derdogül,Hür ve terk edilmiş maskotlar locası - Erişkin dil içerir sizi gerebilir - Burada saçmalıyorum kendime,False,False,870.0,81309.0,518.0,137589.0,
darios2go,756850228016340992,Dario ⛧,2go - Joe and Luka Fan,False,False,232.0,2874.0,311.0,250955.0,
ChiefMI6,2221096082,Richard Moore,"Chief of the UK Secret Intelligence Service (MI6). RTs show my interest was piqued, nothing more. He/him.",True,False,146271.0,19234.0,589.0,8499.0,"London, UK"
JasonFischerFL,19799116,Jason Fischer,State Representative (FL-16) | Electrical Engineer | 2021 @Club4Growth Fellow 🇺🇸🇺🇸🇺🇸,True,False,2734.0,9892.0,2138.0,992.0,"Jacksonville, FL"
HenryJFoy,22558481,Henry Foy,"Financial Times European Diplomatic Correspondent. Former Moscow Bureau Chief, before that in Warsaw, London and Mumbai. Send me gossips: henry.foy@ft.com",True,False,46592.0,21791.0,2837.0,4457.0,Brussels
bethanyusher,20433071,Dr Bethany Usher,"Author, academic, journo. Write about the (un)holy trinity of journalism: politics, crime, celebrity from origins to present. Insta @drbethanyusher",False,False,9345.0,102733.0,4958.0,14838.0,"Durham City, GB"
dberi21,1500444989435822080,Dberi,Special decentralized fundraising operation. Fella Corporate’s front desk employee. You can get a fella from @Kama_Kamilia! 🏳️‍🌈 🏳️‍⚧️Ally,False,False,3941.0,11845.0,1076.0,65465.0,
mtracey,24127811,Michael Tracey,"Roving journalist, friend to all dogs mtracey@protonmail.com",True,False,261685.0,117044.0,1398.0,6847.0,NYC
steviemctweets,1270433392102764544,stevieisraisingafund,"✨Female in Tech Parody Account✨
✨DeFi & Crypto Law✨
✨GP @vol1ventures✨

“I do what I want.” - @steviemctweets circa 2008",False,False,5010.0,51591.0,1948.0,152725.0,Bermuda 
JackIsACommie5,1364253569130651656,Based In The USA,,False,False,199.0,11010.0,434.0,31972.0,USA
Arslon_Xudosi,1060638590789734400,Arslon Xudosi 🇺🇦,Researcher. @offbeatresearch. Ukraine and Syria. Russian vehicle losses.,False,False,50339.0,4561.0,81.0,13681.0,
a_lambardi,1461434166864666630,Andy A. Lambardi 🇮🇹 🇷🇺,"Livornese ma 1/2 russo 🇷🇺 Passioni: #informatica, #aeronautica, scienze aerospaziali, #Formula1, #Россия, #politica. Sovranista putiniano #noEuro 🇮🇹",False,False,2643.0,36380.0,903.0,67637.0,"Toscana, Italy / Urali, Russia"
DeborahMeaden,368240745,Deborah Meaden 🇺🇦,"Star of Dragon’s Den, Strictly Come Dancing Contestant and Murder In Successville Side Kick..and just a bit of Business...actually quite a lot",True,False,633038.0,74224.0,2516.0,57157.0,England
KaptenMint,1497595618197442560,Kapten mint,,False,False,2.0,94.0,40.0,182.0,
byrdshouse,1104623161,Byrd Martin,Anglican | Marine(FRM/CSO) | Tennessee Volunteer | Ex campaign coordinator for @JimWebbUSA| paleo con trapped in a libertarian body | Reaganite,False,False,1379.0,56140.0,1123.0,441.0,"Santa Monica, CA"
dendnepro,2960231697,🇺🇦Денис Днепр 🔱🇪🇺,Верю в Украину.,False,False,5364.0,70831.0,280.0,23939.0,Дніпро
SevaUT,766369176,Seva,"Seva Gunitsky, politics prof. Univ of Toronto. book: amzn.to/2oRD2yG. hegemon.substack.com",False,False,31387.0,27403.0,3398.0,65724.0,
DarthSoiguKGB,1562896640054202370,Darth Soigu🇷🇺,"True Warlord of Russia. 
Tank dealer, yacht Captain,burned military columns fan. 
Moskva loss was a feint,wait until you see Crimea.
Love my dog, Ciornobaiivka.",False,False,1424.0,1154.0,536.0,1735.0,"Russia, Ukraine, Syria"
DefenceU,630995607,Defense of Ukraine,Official page of the Ministry of Defense of Ukraine 🇺🇦,True,False,1284776.0,13172.0,95.0,197.0,Україна
IanMaher7,1949420935,Fr Ian Maher SCP🇺🇦🏴󠁧󠁢󠁷󠁬󠁳󠁿🇪🇺🐝#RejoinEU,"Priest; 🏴󠁧󠁢󠁷󠁬󠁳󠁿 & 🇪🇺; husband, father, grandfather; Welsh rugby supporter. MY OWN VIEWS. Racists & bigots blocked. 💙 #JohnsonOut",False,False,45247.0,24000.0,7443.0,28199.0,Sheffield
Countercurrents,24343809,Countercurrents.org,Educate! Organize! Agitate,False,False,8172.0,39106.0,80.0,9560.0,
NHinzufugen,528594223,Namen hinzufügen,"What doesn't kill you, makes you a cripple.",False,False,16.0,1339.0,141.0,2299.0,somewhere
deehomak,1372625755398606854,dee homak 💙💛,(also⚧️dieanna) // the beatings will continue until morale improves // my pronouns are MAY/HEM // enby // twitch.tv/dhomak // buymeacoffee.com/dhomak/,False,False,5555.0,50178.0,319.0,52535.0,"tel aviv, israel"
cryptoacre,19635496,Mark,Attorney and CFA. Former OSCE election observer.,False,False,122.0,4617.0,963.0,5496.0,"New York, USA"
LibertyLain100,187399849,"Ленoчка Rogue, шпионка","Wife, Mom, Liberty. I’m crass. tweets represent me*.  #TIT taxation is theft @fastlain919",False,False,8286.0,14254.0,2770.0,24605.0,"tampa bay, fl"
antartica81,510387675,jorge 💛💙,"Emotional support llama (job share).

#HumanityUK",False,False,2483.0,129286.0,4472.0,104110.0,
mattyglesias,15446531,Matthew Yglesias,Pro choice & Pro fish. Writer of Slow Boring. Senior Fellow at Niskanen Center. Bloomberg columnist. These tweets are worth what you pay for them.,True,False,536943.0,8786.0,1488.0,34184.0,"Washington, DC"
rapunzel6977,214171423,Rachel Dobbs 🐙 🇺🇦 🌻 🏳️‍🌈🏳️‍⚧️🇺🇲,"lit/fantasy/history/music/cat lover, D & D player, knitter, Catholic. She/Her. #BlackLivesMatter Show love, not hate. #SlavaUkraini #NAFO. #TigrayGenocide",False,False,1855.0,47435.0,1056.0,235021.0,"Florida, USA"
benjaminwittes,186667011,Benjamin Wittes,"Senior Fellow, @BrookingsInst. Editor in Chief, @lawfareblog. Cohost, @inlieuoffunshow. We love you. You’re very special. Yesterday is a very hard word for me.",True,False,428003.0,47646.0,2686.0,7911.0,Washington DC
WickedSmaaaht,262865354,Wicked 🇺🇦,You wanted to go through the looking glass. How was it? Was it more fun than miniature golf?,False,False,1435.0,30101.0,857.0,39467.0,"Massachusetts, USA"
mysticmeance,901522360653803521,marci ✨☄️,"20+ “my dear friend, let us meet at a daybreak where there are no walls around us...” | she/her | foodie | cat lover |",False,False,1970.0,88592.0,1651.0,54080.0,Onion Land 
AusterfieldM,2794536116,M Austerfield,"Driver, Former Soldier, Teacher, Engineer, Cartographer, Nerd.

Be better.

For the hard of hearing; I'm not a cyclist. Do read.",False,False,630.0,46887.0,1104.0,38004.0,"Leeds, England"
august_cole,41178473,August Cole,Writing #FICINT. #BurnInBook (2020) bit.ly/2sYB7gy #GhostFleet (2015) bit.ly/2usdwFC / Fellow @thekrulakcenter @ACScowcroft,False,False,7524.0,14642.0,4888.0,10247.0,On a bike or a board
mattia_n,311340010,Mattia Nelles,Analyst focused on (eastern) #Ukraine. I am from Germany but most tweets are in English. This is a private account.,False,False,30339.0,13516.0,2344.0,43661.0,"Düsseldorf, Germany"
IAPonomarenko,262219168,Illia Ponomarenko 🇺🇦,Defense reporter with The Kyiv Independent. Guerrilla Radio!,True,False,1207776.0,16296.0,1420.0,24249.0,"Kyiv, Ukraine"
NeilPHauer,2467139606,Neil Hauer,"Russia, Ukraine & Caucasus: Armenia, Georgia, Chechnya etc. Stories @CNN, @CBC, @NYMag, @guardian, @AJEnglish etc. 🇨🇦 neil.hauer@gmail.com. Eng/рус/հայ.",True,False,134045.0,22163.0,1149.0,36335.0,Armenia
IndyCar,21302878,NTT INDYCAR SERIES,"Up next: Grand Prix of Portland • Sunday, September 4 • 3 PM ET • NBC & Peacock",True,False,448043.0,72694.0,222.0,18116.0,"Indianapolis, IN"
EdCokeley,1187178460315373574,Ed Cokeley,"The grumpy CPA, Dad of 4 Daughters, 1981-82 Mountaineer.",False,False,64.0,1025.0,382.0,10158.0,
TeresaNavo,1693941884,TeresaN🌻,Ret.National Security Specialist. Against authoritarian wannabe Trump & his loyalists who stand against USA’s democracy.🇺🇦Slava Ukraini. #Nafo -the Goodfellas,False,False,1446.0,14810.0,1074.0,35557.0,NAFO HEADQUARTERS
Raubgraf,1455862671253852168,Raubgraf,🇺🇦 Слава Україні! 🇺🇦 Liberal - Vordenker - Entrepreneur,False,False,91.0,2154.0,908.0,25112.0,Deutschland
shadowinthevoid,53321600,ShadowInTheVoid,"Retro Gaming, Technology, General Geekynes. They/Them
Proletariat Techno Witch",False,False,328.0,14354.0,424.0,107576.0,
dr_orion,1052172045910503424,Orion,"أموت أو لا أموت فلا أبالي, فهذا العمر من نسج الخيال",False,False,74.0,820.0,106.0,2460.0,From another dimension
cornoisseur,55617087,michael ⚛️🏗🚇🚲🚸,"Seeking Abundance. Current: analytics engineering. Interested in nuclear energy, zoning reform, transit, board gaming & disc golf",False,False,662.0,28099.0,1200.0,184139.0,✶ ✶ ✶ ✶
KitKlarenberg,1378021172219146242,Kit Klarenberg,Investigative journalist.,False,False,9469.0,18387.0,299.0,25100.0,The Former Yugoslavia
farrellgraymond,1439600369101803522,Jason Farrell,"Previous dispatcher of emergency things that fly & drive; heli-ski, mountain rescue, ground EMS, fire/rescue, air EMS (f/w & rotary). Now I build scale models.",False,False,931.0,1262.0,268.0,7916.0,"Victoria, BC, Canada"
kaya_bala3,1531940207599181827,Kaya_Bala3,"I love ❤ 🐶🐱&👨‍👩‍👧‍. Pro-nature🌴💦. Pro-democracy, Pro-human rights, Pro-values Archbishop Desmond Tutu. Opinions mine. 🇺🇦I stand with Ukraine🌻",False,False,77.0,1158.0,164.0,2440.0,"Cape Town, South Africa"
Paulmd199,1684981627,Paul D,"Loves original documents, knows too much for own good, dodges Black Helicopters (so far).  Sometimes causes international scandals. ♥=bookmark, nothing more.",False,False,1605.0,72974.0,306.0,5118.0,🇺🇸 Again.
JohnRMoore1,517484632,John R Moore,"Daddy, Video Content Producer, Editor/Compositor/Colorist & Graphics maker.",False,False,310.0,5064.0,1024.0,9629.0,Belgian Capital -Europe!
menefr1,1521878611636199424,Giuseppe Menefrego,"No need to swim with the flow, no need to swim against the flow. Just walk across the bridge if you want to get to the other side of the river.",False,False,688.0,1312.0,1721.0,25688.0,
HermansJaap,1053289270583136257,Jaap Hermans,Jonge vader (48) van Benjamin. Trots bestuurslid van @stichtingngng. Music = Life,False,False,130.0,1923.0,767.0,9858.0,Eindhoven
riverotter1968,49987529,"Mark anti-Putin, anti-bigotry, pro-free markets","father, catholic, american, libertarian, author of ebook ""Mud, Blood, and Ink."" I don't engage with cowards not using their real names",False,False,352.0,36640.0,331.0,41794.0,Louisiana
GlitchyMichael,942744780,Glitchy Michael 🌻,"""Varmint, I'm a-gonna b-b-b-bloooow ya ta'smithereenies!"" -3700khz, DSB",False,False,1030.0,19099.0,2107.0,33954.0,
psiphi_gavagai,1384489602736607233,Psi Phi 🦉🔬🇺🇦🌻,"Philosophy, Cognitive Science, Neuroscience 🧠 Psychology, Evolution 🦠🐒🦍🚶‍♂️Complexity 🧬 Geopolitics 🌎 Finance📈Jiu-Jitsu🇧🇷🥋Raised by Green Berets🇺🇸",False,False,640.0,6860.0,1656.0,2831.0,"Prague, Czech Republic"
ArnabNRoy,1006944678132903936,🇮🇳🇺🇦Arnab Roy🌻🚜,Cinemaphile • EU enthusiast • Sanna Marin & Kaja Kallas stan account • a #NAFO member • CIA doesn't exist • #StandWithUkraine 🇺🇦,False,False,1426.0,4706.0,1761.0,514764.0,Inside your walls
GoosHofstee,448331728,Goos Hofstee,"Research Fellow @Clingendaelorg. Strategic Foresight. Tweets about (inter)national security, (Middle East) politics, political violence |Tweets are personal.",False,False,1196.0,5121.0,1325.0,15068.0,
TroopsinContact,713050909786316800,John Matrix,"throw it in reverse, Terry.",False,False,2682.0,32481.0,1109.0,39504.0,"Nuristan Province, Afg"
shumbro,392622770,Shamil,"Global thinker, local doer.  Telegram account: t.me/shamil_ibragim…",False,False,6977.0,12887.0,690.0,10857.0,"Earth, Orion arm, Milky Way"
garymckeown,13386212,Cllr Gary McKeown,"Belfast City Councillor for Botanic. @SDLPlive. @CIPR_Global Fellow. NHS. All views my own, unless I'm retweeting. ☘️🇪🇺🌹",True,False,1965.0,4176.0,1099.0,2380.0,"Belfast, Ireland"
apropos239,822869063311429632,apropos 🌻,Historical fiction lover,False,False,37.0,3182.0,357.0,5251.0,
carryingthegun,1317433588552519686,Carrying the Gun,Critical thinking on war & warfare. Oriented on the adversary. Acta non verba. | #InformationWarfare | #PoliticalWarfare | #SOF | #MENA | #Gaming | Views mine.,False,False,1222.0,1076.0,384.0,681.0,❗️Mother Base❗️
dzhamiliatalant,802526091625852928,bookaholic,Дорогой дневник ✍🏼,False,False,1657.0,6940.0,477.0,5124.0,"Бишкек, Кыргызстан"
UticaEric,855286032,Eric L. Robinson,"New Yorker out West. Late COIN guy doing VC. Law, business, risk. CT, intel, dining, politics, film, music. Baghdad & Khost, NCTC & JSOC. Orange, Eli, Hoya.",False,False,9131.0,286.0,1227.0,43064.0,Colorado
tomescritt,1125951,Thomas Escritt,Reuters correspondent. Bedingungsloser Katzenevangelist. Erzählt Märchen. Magyarul is. RT=I signed up to this in blood over a pentagram at midnight. Ő / őt,True,False,3783.0,14428.0,3354.0,36336.0,"Berlin, Germany"
GirkinGirkin,2592557856,IgorGirkin,,False,False,188154.0,83810.0,289.0,40.0,
bayraktar_1love,1356158825825525761,Special Kherson Cat 🐈🇺🇦,"Cat owner from Kherson🇺🇦. Here I post mainly about ongoing war in Ukraine and situation in my hometown, Kherson, currently occupied by Russians.",False,False,65871.0,1802.0,71.0,2855.0,"Kherson, Ukraine "
jamesdoleman,196117813,James Doleman,"Court and politics reporter, mostly seen at @bylinetimes",False,False,41360.0,219007.0,3165.0,137849.0,London/Glasgow 
cate_long,15659909,Cate Long,I lead a research service for Puerto Rico bondholders. Former contributor to Reuters.,True,False,24956.0,246386.0,1894.0,301114.0,"Tulsa, Oklahoma"
cfcmerchguy,4509450502,David Smotherman,Father of Wyatt / merch director @chattanoogafc + @CFC_Store / show control @gomocsvision / owner @winder_binder,False,False,338.0,1885.0,275.0,7699.0,"North Chattanooga, TN"
joewein,40602046,Joe Wein 🇺🇦🌻,German software engineer and cyclist in Japan,False,False,130.0,931.0,43.0,516.0,"Tokyo, Japan"
chersvacca,3321556847,Cherstyn Hurley,"vaccination immunisation art. 
my views are all my own.",False,False,766.0,8811.0,1610.0,40495.0,
saintjavelin,1497013790755467268,Saint Javelin,The Official Saint Javelin account. We sell things so we can help Ukraine. Shop on our website!,False,False,34817.0,1427.0,205.0,1767.0,"Worldwide, like Pitbull"
apmassaro3,888183349864476672,Paul Massaro,"Foreign policy guy | Dictatorship, sanctions, corruption, illicit finance | Europe, Russia, China, Eurasia | Human rights, democracy, rule of law | Views my own",True,False,222182.0,178.0,3640.0,16634.0,"Washington, DC"
MattWalshBlog,1500129642,Matt Walsh,"Theocratic fascist, bestselling children’s author",True,False,1050538.0,56921.0,600.0,0.0,
ermekn_kg,132793168,Эрмек,Любое решение правильное,False,False,6236.0,24636.0,1334.0,8761.0,Bishkek 
KombijdePolitie,22492521,Kombijdepolitie,"Volg ons en je bent als eerste op de hoogte van de nieuwste politieopleidingen, vacatures en alle andere (t)weetjes.",True,False,9481.0,222804.0,9.0,1463.0,
tish_jon,835162084346327040,Jon Tish,"Well, I don't want to blame it all on 9/11, but it certainly didn't help. -Tobias Fünke",False,False,198.0,79.0,901.0,2830.0,"Alexandria, VA"
mattrum91,580078913,Matt,,False,False,132.0,346.0,154.0,1179.0,
hush_popo,1521961019836354563,Secret Police Podcast,"The history and methods of the world's most brutal secret police forces. | Find on Spotify, Apple, iHeart, Amazon Music, Audible, Google, Pandora, and more!",False,False,79.0,491.0,118.0,571.0,
koya_narumi,2232660505,Koya NARUMI,"東京大学 大学院工学系研究科 電気系工学専攻 特任講師
Project Lecturer at The University of Tokyo / Alumnus of Morphing Matter Lab, HCII, CMU / JST ACT-I",False,False,1327.0,4509.0,325.0,9471.0,
